# PMU_padrao on SAPHO - cocotb fast sim results
# A=1 f1=62 Hz f0=60 Hz Fs=1920 Hz Fr=60 Hz phi=0.7853981634 rad N=1600 Q20
# TVE compares y_hw[n] against X[n-82] (FIR group delay); '-' while n < 82
#      n         x[n]        Re_hw        Im_hw       abs_hw     fase_deg        fe_hw     ROCOF_hw    TVE_pct
    1058   -0.2461533    0.4403563    0.5462341    0.7016305    51.125365   61.9638977   -0.0713806    0.80455
    1059   -0.4364092    0.4371662    0.5492220    0.7019680    51.481136   61.8971558   -0.0667419    0.74980
    1060   -0.6087614    0.4339695    0.5520248    0.7021830    51.827651   61.8480682   -0.0490875    0.70931
    1061   -0.7561391    0.4307060    0.5546522    0.7022441    52.169464   61.8230743   -0.0249939    0.69202
    1062   -0.8724960    0.4273186    0.5571365    0.7021412    52.512127   61.8274231    0.0043488    0.70255
    1063   -0.9530586    0.4237690    0.5595245    0.7018888    52.860681   61.8588867    0.0314636    0.73836
    1064   -0.9945219    0.4200420    0.5618801    0.7015302    53.219488   61.9135132    0.0546265    0.79043
    1065   -0.9951847    0.4161453    0.5642633    0.7011206    53.591153   61.9823608    0.0688477    0.84862
    1066   -0.9550199    0.4121132    0.5667315    0.7007295    53.976273   62.0539551    0.0715942    0.90283
    1067   -0.8756753    0.4079962    0.5693207    0.7004191    54.373221   62.1168365    0.0628815    0.94579
    1068   -0.7604060    0.4038563    0.5720463    0.7002406    54.778470   62.1612854    0.0444489    0.97229
    1069   -0.6139408    0.3997555    0.5748968    0.7002220    55.187114   62.1791687    0.0178833    0.97962
    1070   -0.4422887    0.3957500    0.5778360    0.7003660    55.593422   62.1672668   -0.0119019    0.96700
    1071   -0.2524916    0.3918743    0.5808163    0.7006519    55.992624   62.1291199   -0.0381470    0.93546
    1072   -0.0523360    0.3881416    0.5837708    0.7010294    56.380580   62.0689240   -0.0601959    0.88892
    1073    0.1499668    0.3845406    0.5866404    0.7014402    56.755309   61.9983978   -0.0705261    0.83277
    1074    0.3461171    0.3810358    0.5893698    0.7018155    57.116766   61.9280090   -0.0703888    0.77535
    1075    0.5280679    0.3775730    0.5919285    0.7020974    57.467446   61.8699799   -0.0580292    0.72645
    1076    0.6883546    0.3740921    0.5942974    0.7022352    57.810836   61.8315125   -0.0384674    0.69702
    1077    0.8204014    0.3705292    0.5964966    0.7022108    58.152455   61.8217316   -0.0097809    0.69404
    1078    0.9187912    0.3668356    0.5985613    0.7020285    58.497442   61.8401794    0.0184479    0.71820
    1079    0.9794874    0.3629742    0.6005440    0.7017146    58.850858   61.8845215    0.0443420    0.76373
    1080    1.0000000    0.3589382    0.6025076    0.7013216    59.216027   61.9478607    0.0633392    0.82027
    1081    0.9794874    0.3547411    0.6045151    0.7009135    59.594768   62.0198212    0.0719604    0.87744
    1082    0.9187912    0.3504229    0.6066170    0.7005572    59.986374   62.0884552    0.0686340    0.92656
    1083    0.8204014    0.3460379    0.6088419    0.7003075    60.388082   62.1424255    0.0539703    0.96183
    1084    0.6883546    0.3416500    0.6112032    0.7002100    60.795708   62.1741333    0.0317078    0.97857
    1085    0.5280679    0.3373203    0.6136799    0.7002771    61.203803   62.1763000    0.0021667    0.97551
    1086    0.3461171    0.3330975    0.6162338    0.7004984    61.607118   62.1510468   -0.0252533    0.95291
    1087    0.1499668    0.3290138    0.6188097    0.7008392    62.000948   62.1003876   -0.0506592    0.91299
    1088   -0.0523360    0.3250761    0.6213427    0.7012426    62.382187   62.0331573   -0.0672302    0.86056
    1089   -0.2524916    0.3212652    0.6237717    0.7016427    62.749876   61.9608612   -0.0722961    0.80266
    1090   -0.4422887    0.3175402    0.6260509    0.7019769    63.105358   61.8959198   -0.0649414    0.74825
    1091   -0.6139408    0.3138447    0.6281481    0.7021884    63.451688   61.8471069   -0.0488129    0.70824
    1092   -0.7604060    0.3101168    0.6300592    0.7022443    63.793471   61.8226471   -0.0244598    0.69180
    1093   -0.8756753    0.3062944    0.6318054    0.7021356    64.136247   61.8279266    0.0052795    0.70331
    1094   -0.9550199    0.3023319    0.6334267    0.7018789    64.485050   61.8602448    0.0323181    0.73980
    1095   -0.9951847    0.2982025    0.6349812    0.7015168    64.844114   61.9153137    0.0550690    0.79237
    1096   -0.9945219    0.2939005    0.6365337    0.7011082    65.216275   61.9847717    0.0694580    0.85035
    1097   -0.9530586    0.2894497    0.6381426    0.7007190    65.601834   62.0561829    0.0714111    0.90427
    1098   -0.8724960    0.2848930    0.6398535    0.7004117    65.999110   62.1186676    0.0624847    0.94683
    1099   -0.7561391    0.2802877    0.6416941    0.7002375    66.404611   62.1625061    0.0438385    0.97283
    1100   -0.6087614    0.2757006    0.6436644    0.7002247    66.813111   62.1788788    0.0163727    0.97943
    1101   -0.4364092    0.2711868    0.6457405    0.7003735    67.219418   62.1665649   -0.0123138    0.96624
    1102   -0.2461533    0.2667952    0.6478796    0.7006623    67.618262   62.1272736   -0.0392914    0.93426
    1103   -0.0457989    0.2625494    0.6500235    0.7010440    68.005844   62.0670319   -0.0602417    0.88705
    1104    0.1564345    0.2584486    0.6521053    0.7014535    68.380115   61.9962006   -0.0708313    0.83087
    1105    0.3522500    0.2544689    0.6540689    0.7018266    68.741218   61.9256897   -0.0705109    0.77359
    1106    0.5336145    0.2505646    0.6558704    0.7021030    69.091461   61.8679352   -0.0577545    0.72530
    1107    0.6930874    0.2466784    0.6574850    0.7022370    69.434675   61.8306885   -0.0372467    0.69647
    1108    0.8241262    0.2427435    0.6589165    0.7022075    69.776305   61.8217621   -0.0089264    0.69438
    1109    0.9213551    0.2387047    0.6601906    0.7020196    70.121562   61.8412476    0.0194855    0.71946
    1110    0.9807853    0.2345181    0.6613531    0.7017027    70.475321   61.8865356    0.0452881    0.76546
    1111    0.9999786    0.2301636    0.6624651    0.7013097    70.840983   61.9502258    0.0636902    0.82196
    1112    0.9781476    0.2256432    0.6635857    0.7009000    71.220107   62.0218964    0.0716705    0.87931
    1113    0.9161880    0.2209873    0.6647787    0.7005470    71.612038   62.0903473    0.0684509    0.92796
    1114    0.8166416    0.2162418    0.6660805    0.7003026    72.014071   62.1441803    0.0538330    0.96257
    1115    0.6835923    0.2114687    0.6675138    0.7002098    72.421774   62.1743774    0.0301971    0.97876
    1116    0.5224986    0.2067299    0.6690731    0.7002828    72.829922   62.1765137    0.0021362    0.97498
    1117    0.3399692    0.2020845    0.6707258    0.7005079    73.232849   62.1492157   -0.0272980    0.95185
    1118    0.1434926    0.1975708    0.6724272    0.7008513    73.626295   62.0981750   -0.0510406    0.91147
    1119   -0.0588708    0.1932077    0.6741152    0.7012564    74.007200   62.0312653   -0.0669098    0.85869
    1120   -0.2588190    0.1889896    0.6757240    0.7016552    74.374510   61.9589691   -0.0722961    0.80078
    1121   -0.4481492    0.1848860    0.6772003    0.7019851    74.729528   61.8934937   -0.0654755    0.74677
    1122   -0.6190939    0.1808453    0.6785049    0.7021923    75.075630   61.8457489   -0.0477448    0.70736
    1123   -0.7646403    0.1768074    0.6796207    0.7022430    75.417413   61.8227997   -0.0229492    0.69179
    1124   -0.8788171    0.1727104    0.6805563    0.7021294    75.760192   61.8282471    0.0054474    0.70412
    1125   -0.9569403    0.1684980    0.6813431    0.7018689    76.109297   61.8618317    0.0335846    0.74125
    1126   -0.9958049    0.1641340    0.6820316    0.7015035    76.468811   61.9173279    0.0554962    0.79428
    1127   -0.9938165    0.1596022    0.6826878    0.7010959    76.841437   61.9871674    0.0698395    0.85207
    1128   -0.9510565    0.1549139    0.6833677    0.7007066    77.227384   62.0583191    0.0711517    0.90597
    1129   -0.8692793    0.1501026    0.6841307    0.7004039    77.625029   62.1207275    0.0624084    0.94794
    1130   -0.7518398    0.1452208    0.6850100    0.7002340    78.030622   62.1630096    0.0422821    0.97341
    1131   -0.6035559    0.1403313    0.6860199    0.7002258    78.439146   62.1791382    0.0161285    0.97948
    1132   -0.4305111    0.1354952    0.6871500    0.7003814    78.845274   62.1658325   -0.0133057    0.96541
    1133   -0.2398045    0.1307669    0.6883640    0.7006747    79.243824   62.1256256   -0.0402069    0.93277
    1134   -0.0392598    0.1261806    0.6896086    0.7010574    79.631045   62.0649109   -0.0607147    0.88530
    1135    0.1628955    0.1217499    0.6908197    0.7014663    80.004849   61.9935760   -0.0713348    0.82901
    1136    0.3583679    0.1174603    0.6919394    0.7018383    80.365592   61.9237823   -0.0697937    0.77171
    1137    0.5391383    0.1132765    0.6929121    0.7021102    80.715480   61.8662109   -0.0575714    0.72393
    1138    0.6977905    0.1091442    0.6937056    0.7022392    81.058663   61.8302917   -0.0359192    0.69590
    1139    0.8278156    0.1050014    0.6943092    0.7022041    81.400238   61.8218994   -0.0083923    0.69473
    1140    0.9238795    0.1007853    0.6947393    0.7020117    81.745732   61.8423462    0.0204468    0.72059
    1141    0.9820411    0.0964460    0.6950302    0.7016900    82.099788   61.8883057    0.0459595    0.76730
    1142    0.9999143    0.0919514    0.6952400    0.7012943    82.465875   61.9523163    0.0640106    0.82414
    1143    0.9767659    0.0872936    0.6954308    0.7008881    82.845394   62.0243073    0.0719910    0.88096
    1144    0.9135455    0.0824881    0.6956635    0.7005369    83.237747   62.0923920    0.0680847    0.92937
    1145    0.8128467    0.0775747    0.6959867    0.7002966    83.640059   62.1454773    0.0530853    0.96345
    1146    0.6788007    0.0726099    0.6964340    0.7002089    84.047872   62.1750793    0.0296021    0.97904
    1147    0.5169069    0.0676565    0.6970119    0.7002878    84.455867   62.1759033    0.0008240    0.97452
    1148    0.3338069    0.0627756    0.6977005    0.7005189    84.858656   62.1481628   -0.0277405    0.95059
    1149    0.1370123    0.0580168    0.6984577    0.7008631    85.251677   62.0961456   -0.0520172    0.91001
    1150   -0.0654031    0.0534086    0.6992331    0.7012698    85.632131   62.0288086   -0.0673370    0.85682
    1151   -0.2651354    0.0489578    0.6999569    0.7016670    85.999017   61.9567261   -0.0720825    0.79895
    1152   -0.4539905    0.0446444    0.7005730    0.7019940    86.353729   61.8918152   -0.0649109    0.74522
    1153   -0.6242205    0.0404263    0.7010317    0.7021963    86.699591   61.8445129   -0.0473022    0.70645
    1154   -0.7688418    0.0362473    0.7013054    0.7022415    87.041277   61.8223267   -0.0221863    0.69179
    1155   -0.8819213    0.0320435    0.7013912    0.7021228    87.384229   61.8289337    0.0066071    0.70502
    1156   -0.9588197    0.0277557    0.7013092    0.7018582    87.733586   61.8632355    0.0343018    0.74281
    1157   -0.9963825    0.0233374    0.7011032    0.7014915    88.093520   61.9196930    0.0564575    0.79600
    1158   -0.9930685    0.0187616    0.7008314    0.7010825    88.466527   61.9892731    0.0695801    0.85395
    1159   -0.9490136    0.0140276    0.7005558    0.7006962    88.852890   62.0606689    0.0713959    0.90740
    1160   -0.8660254    0.0091572    0.7003355    0.7003954    89.250876   62.1223145    0.0616455    0.94914
    1161   -0.7475083    0.0041962    0.7002201    0.7002327    89.656651   62.1641235    0.0418091    0.97370
    1162   -0.5983246   -0.0007963    0.7002268    0.7002272    90.065158   62.1791534    0.0150299    0.97947
    1163   -0.4245945   -0.0057592    0.7003651    0.7003887    90.471144   62.1649628   -0.0141907    0.96464
    1164   -0.2334454   -0.0106306    0.7006044    0.7006851    90.869310   62.1238708   -0.0410919    0.93152
    1165   -0.0327191   -0.0153685    0.7009020    0.7010705    91.256106   62.0627441   -0.0611267    0.88355
    1166    0.1693495   -0.0199480    0.7011967    0.7014804    91.629540   61.9913635   -0.0713806    0.82695
    1167    0.3644705   -0.0243692    0.7014246    0.7018478    91.989798   61.9216309   -0.0697327    0.77005
    1168    0.5446390   -0.0286598    0.7015314    0.7021166    92.339416   61.8646545   -0.0569763    0.72265
    1169    0.7024637   -0.0328655    0.7014723    0.7022418    92.682472   61.8295593   -0.0350952    0.69524
    1170    0.8314696   -0.0370464    0.7012234    0.7022013    93.024190   61.8220978   -0.0074615    0.69502
    1171    0.9263644   -0.0412645    0.7007885    0.7020023    93.369857   61.8434906    0.0213928    0.72193
    1172    0.9832549   -0.0455770    0.7001972    0.7016790    93.724228   61.8901062    0.0466156    0.76891
    1173    0.9998072   -0.0500269    0.6994953    0.7012820    94.090746   61.9546051    0.0644989    0.82590
    1174    0.9753423   -0.0546331    0.6987429    0.7008754    94.470733   62.0266113    0.0720062    0.88271
    1175    0.9108638   -0.0593910    0.6980057    0.7005278    94.863397   62.0943909    0.0677795    0.93062
    1176    0.8090170   -0.0642719    0.6973362    0.7002918    95.265947   62.1467896    0.0523987    0.96418
    1177    0.6739801   -0.0692272    0.6967783    0.7002088    95.673904   62.1755219    0.0287323    0.97921
    1178    0.5112931   -0.0741949    0.6963501    0.7002916    96.081822   62.1754761   -0.0000458    0.97423
    1179    0.3276302   -0.0791121    0.6960459    0.7005274    96.484368   62.1468353   -0.0286407    0.94967
    1180    0.1305262   -0.0839214    0.6958332    0.7008756    96.876981   62.0942078   -0.0526276    0.90842
    1181   -0.0719327   -0.0885859    0.6956644    0.7012820    97.256983   62.0264435   -0.0677643    0.85510
    1182   -0.2714404   -0.0930862    0.6954775    0.7016794    97.623450   61.9545593   -0.0718842    0.79699
    1183   -0.4598124   -0.0974312    0.6952085    0.7020027    97.977854   61.8899536   -0.0646057    0.74366
    1184   -0.6293204   -0.1016521    0.6948051    0.7022018    98.323498   61.8432922   -0.0466614    0.70535
    1185   -0.7730105   -0.1057987    0.6942253    0.7022408    98.665104   61.8221741   -0.0211182    0.69168
    1186   -0.8849876   -0.1099348    0.6934566    0.7021166    99.008226   61.8296814    0.0075073    0.70586
    1187   -0.9606581   -0.1141205    0.6925087    0.7018488    99.357831   61.8647308    0.0350494    0.74419
    1188   -0.9969173   -0.1184111    0.6914129    0.7014792    99.718170   61.9217682    0.0570374    0.79779
    1189   -0.9922779   -0.1228428    0.6902218    0.7010681   100.091597   61.9916229    0.0698547    0.85597
    1190   -0.9469301   -0.1274300    0.6890001    0.7006851   100.478399   62.0627594    0.0711365    0.90894
    1191   -0.8627344   -0.1321602    0.6878061    0.7003882   100.876672   62.1238708    0.0611115    0.95016
    1192   -0.7431448   -0.1369982    0.6866961    0.7002285   101.282569   62.1650391    0.0411682    0.97438
    1193   -0.5930676   -0.1418924    0.6857042    0.7002312   101.691179   62.1791992    0.0141602    0.97912
    1194   -0.4186597   -0.1467800    0.6848431    0.7003959   102.096991   62.1641541   -0.0150452    0.96390
    1195   -0.2270763   -0.1515980    0.6841002    0.7006961   102.494941   62.1221161   -0.0420380    0.93025
    1196   -0.0261769   -0.1562929    0.6834393    0.7010825   102.881234   62.0603790   -0.0617371    0.88196
    1197    0.1757963   -0.1608324    0.6828070    0.7014930   103.254190   61.9891205   -0.0712585    0.82506
    1198    0.3705574   -0.1652050    0.6821394    0.7018596   103.614132   61.9195862   -0.0695343    0.76815
    1199    0.5501164   -0.1694250    0.6813755    0.7021235   103.963500   61.8631744   -0.0564117    0.72135
    1200    0.7071068   -0.1735296    0.6804647    0.7022427   104.306431   61.8289490   -0.0342255    0.69485
    1201    0.8350880   -0.1775732    0.6793728    0.7021963   104.648154   61.8225861   -0.0063629    0.69562
    1202    0.9288096   -0.1816177    0.6780920    0.7019927   104.993971   61.8442688    0.0216827    0.72331
    1203    0.9844266   -0.1857262    0.6766405    0.7016670   105.348696   61.8919220    0.0476532    0.77066
    1204    0.9996573   -0.1899481    0.6750536    0.7012686   105.715658   61.9569550    0.0650330    0.82780
    1205    0.9738770   -0.1943140    0.6733885    0.7008637   106.096105   62.0288239    0.0718689    0.88433
    1206    0.9081432   -0.1988306    0.6717062    0.7005161   106.489191   62.0966644    0.0678406    0.93225
    1207    0.8051526   -0.2034817    0.6700735    0.7002880   106.891998   62.1479950    0.0513306    0.96477
    1208    0.6691306   -0.2082243    0.6685324    0.7002092   107.299973   62.1761322    0.0281372    0.97932
    1209    0.5056574   -0.2130041    0.6671171    0.7002971   107.707785   62.1748657   -0.0012665    0.97371
    1210    0.3214395   -0.2177572    0.6658335    0.7005372   108.110052   62.1452942   -0.0295715    0.94854
    1211    0.1240345   -0.2224226    0.6646614    0.7008899   108.502326   62.0921783   -0.0531158    0.90662
    1212   -0.0784591   -0.2269526    0.6635571    0.7012955   108.881928   62.0242157   -0.0679626    0.85323
    1213   -0.2777338   -0.2313175    0.6624680    0.7016919   109.247946   61.9523315   -0.0718842    0.79505
    1214   -0.4656145   -0.2355137    0.6613274    0.7020118   109.601969   61.8879242   -0.0644073    0.74204
    1215   -0.6343933   -0.2395630    0.6600771    0.7022052   109.947446   61.8423462   -0.0455780    0.70454
    1216   -0.7771460   -0.2435064    0.6586704    0.7022408   110.289045   61.8219910   -0.0203552    0.69150
    1217   -0.8880161   -0.2474022    0.6570787    0.7021113   110.632276   61.8302460    0.0082550    0.70658
    1218   -0.9624552   -0.2513123    0.6552992    0.7018368   110.982201   61.8661499    0.0359039    0.74593
    1219   -0.9974095   -0.2552977    0.6533585    0.7014657   111.342909   61.9237671    0.0576172    0.79971
    1220   -0.9914449   -0.2594032    0.6512976    0.7010553   111.716740   61.9941101    0.0703430    0.85776
    1221   -0.9448060   -0.2636557    0.6491756    0.7006735   112.103998   62.0649567    0.0708466    0.91054
    1222   -0.8594064   -0.2680521    0.6470547    0.7003797   112.502515   62.1257782    0.0608215    0.95137
    1223   -0.7387495   -0.2725725    0.6449957    0.7002251   112.908719   62.1659546    0.0401764    0.97497
    1224   -0.5877853   -0.2771683    0.6430445    0.7002346   113.317252   62.1789551    0.0130005    0.97887
    1225   -0.4127070   -0.2817812    0.6412210    0.7004035   113.722834   62.1630249   -0.0159302    0.96310
    1226   -0.2206974   -0.2863493    0.6395273    0.7007076   114.120519   62.1207733   -0.0422516    0.92889
    1227   -0.0196337   -0.2908106    0.6379385    0.7010965   114.506340   62.0577698   -0.0630035    0.88009
    1228    0.1822355   -0.2951241    0.6364040    0.7015043   114.878896   61.9868469   -0.0709229    0.82338
    1229    0.3766285   -0.2992668    0.6348696    0.7018689   115.238400   61.9174347   -0.0694122    0.76654
    1230    0.5555702   -0.3032417    0.6332693    0.7021293   115.587483   61.8616943   -0.0557404    0.72018
    1231    0.7117196   -0.3070745    0.6315470    0.7022438   115.930225   61.8282318   -0.0334625    0.69440
    1232    0.8386706   -0.3108149    0.6296568    0.7021920   116.272137   61.8231201   -0.0051117    0.69613
    1233    0.9312149   -0.3145189    0.6275826    0.7019843   116.618172   61.8455200    0.0223999    0.72452
    1234    0.9855561   -0.3182526    0.6253281    0.7016551   116.973225   61.8938293    0.0483093    0.77239
    1235    0.9994646   -0.3220711    0.6229191    0.7012546   117.340554   61.9589081    0.0650787    0.82979
    1236    0.9723699   -0.3260174    0.6204062    0.7008503   117.721488   62.0316010    0.0726929    0.88619
    1237    0.9053836   -0.3301077    0.6178503    0.7005070   118.114888   62.0982208    0.0666199    0.93351
    1238    0.8012538   -0.3343382    0.6153145    0.7002813   118.517953   62.1497498    0.0515289    0.96577
    1239    0.6642524   -0.3386774    0.6128550    0.7002097   118.926025   62.1761780    0.0264282    0.97942
    1240    0.5000000   -0.3430758    0.6105099    0.7003023   119.333790   62.1745605   -0.0016174    0.97325
    1241    0.3152350   -0.3474722    0.6083002    0.7005470   119.735797   62.1439972   -0.0305634    0.94745
    1242    0.1175374   -0.3518028    0.6062155    0.7009012   120.127724   62.0902710   -0.0537262    0.90524
    1243   -0.0849822   -0.3560123    0.6042261    0.7013088   120.506755   62.0214386   -0.0688324    0.85134
    1244   -0.2840153   -0.3600636    0.6022806    0.7017034   120.872398   61.9500732   -0.0713654    0.79323
    1245   -0.4713967   -0.3639383    0.6003180    0.7020205   121.226029   61.8862305   -0.0638428    0.74046
    1246   -0.6394390   -0.3676481    0.5982742    0.7022088   121.571324   61.8414307   -0.0447998    0.70370
    1247   -0.7812482   -0.3712234    0.5960960    0.7022374   121.912908   61.8213959   -0.0200348    0.69179
    1248   -0.8910065   -0.3747177    0.5937462    0.7021025   122.256334   61.8316040    0.0102081    0.70780
    1249   -0.9642112   -0.3781900    0.5912123    0.7018259   122.606466   61.8674622    0.0358582    0.74752
    1250   -0.9978589   -0.3817062    0.5885038    0.7014531   122.967623   61.9260559    0.0585938    0.80153
    1251   -0.9905693   -0.3853178    0.5856543    0.7010426   123.342001   61.9967346    0.0706787    0.85952
    1252   -0.9426415   -0.3890591    0.5827169    0.7006611   123.729606   62.0672150    0.0704803    0.91224
    1253   -0.8560416   -0.3929453    0.5797558    0.7003733   124.128527   62.1272125    0.0599976    0.95228
    1254   -0.7343225   -0.3969612    0.5768318    0.7002236   124.534775   62.1668701    0.0396576    0.97529
    1255   -0.5824777   -0.4010715    0.5739975    0.7002368   124.943308   62.1788330    0.0119629    0.97879
    1256   -0.4067366   -0.4052238    0.5712891    0.7004124   125.348646   62.1618042   -0.0170288    0.96211
    1257   -0.2143092   -0.4093552    0.5687132    0.7007184   125.746035   62.1191254   -0.0426788    0.92760
    1258   -0.0130896   -0.4134026    0.5662622    0.7011096   126.131498   62.0559540   -0.0631714    0.87839
    1259    0.1886670   -0.4173145    0.5638943    0.7015185   126.503592   61.9843597   -0.0715942    0.82131
    1260    0.3826834   -0.4210587    0.5615559    0.7018799   126.862829   61.9158173   -0.0685425    0.76479
    1261    0.5610003   -0.4246235    0.5591879    0.7021369   127.211490   61.8595428   -0.0562744    0.71877
    1262    0.7163019   -0.4280272    0.5567236    0.7022453   127.554250   61.8280334   -0.0315094    0.69397
    1263    0.8422172   -0.4313049    0.5541143    0.7021870   127.896052   61.8229828   -0.0050507    0.69672
    1264    0.9335804   -0.4345160    0.5513315    0.7019762   128.242387   61.8469543    0.0239716    0.72570
    1265    0.9866433   -0.4377193    0.5483646    0.7016424   128.597805   61.8955841    0.0486298    0.77423
    1266    0.9992290   -0.4409781    0.5452318    0.7012413   128.965586   61.9614563    0.0658722    0.83166
    1267    0.9708212   -0.4443407    0.5419731    0.7008377   129.346869   62.0335388    0.0720825    0.88792
    1268    0.9025853   -0.4478388    0.5386438    0.7004975   129.740783   62.1005859    0.0670471    0.93483
    1269    0.7973207   -0.4514761    0.5353098    0.7002765   130.144022   62.1508331    0.0502472    0.96651
    1270    0.6593458   -0.4552345    0.5320301    0.7002103   130.552135   62.1763000    0.0254669    0.97950
    1271    0.4943212   -0.4590731    0.5288525    0.7003092   130.959780   62.1741943   -0.0021057    0.97253
    1272    0.3090170   -0.4629335    0.5258064    0.7005568   131.361523   62.1425018   -0.0316925    0.94635
    1273    0.1110353   -0.4667530    0.5228968    0.7009133   131.753037   62.0881958   -0.0543060    0.90371
    1274   -0.0915016   -0.4704723    0.5201035    0.7013215   132.131691   62.0194397   -0.0687561    0.84958
    1275   -0.2902847   -0.4740438    0.5173845    0.7017153   132.496886   61.9476776   -0.0717621    0.79138
    1276   -0.4771588   -0.4774380    0.5146799    0.7020274   132.850251   61.8845215   -0.0631561    0.73919
    1277   -0.6444573   -0.4806557    0.5119305    0.7022127   133.195299   61.8402100   -0.0443115    0.70284
    1278   -0.7853169   -0.4837151    0.5090733    0.7022363   133.536846   61.8217163   -0.0184937    0.69176
    1279   -0.8939588   -0.4866619    0.5060635    0.7020969   133.880370   61.8316956    0.0099792    0.70857
    1280   -0.9659258   -0.4895525    0.5028753    0.7018157   134.230880   61.8694611    0.0377655    0.74901
    1281   -0.9982656   -0.4924526    0.4995089    0.7014404   134.592438   61.9281616    0.0587006    0.80334
    1282   -0.9896514   -0.4954185    0.4959879    0.7010303   134.967096   61.9983521    0.0701904    0.86124
    1283   -0.9404366   -0.4984970    0.4923553    0.7006519   135.355135   62.0692444    0.0708923    0.91351
    1284   -0.8526402   -0.5017118    0.4886713    0.7003673   135.754380   62.1290741    0.0598297    0.95313
    1285   -0.7298641   -0.5050592    0.4849997    0.7002210   136.160711   62.1674500    0.0383759    0.97576
    1286   -0.5771452   -0.5085192    0.4813995    0.7002409   136.569272   62.1787567    0.0113068    0.97841
    1287   -0.4007488   -0.5120411    0.4779129    0.7004190   136.974463   62.1610565   -0.0177002    0.96144
    1288   -0.2079117   -0.5155687    0.4745646    0.7007301   137.371423   62.1168823   -0.0441742    0.92615
    1289   -0.0065449   -0.5190372    0.4713516    0.7011220   137.756570   62.0539551   -0.0629272    0.87672
    1290    0.1950903   -0.5223875    0.4682484    0.7015306   138.128154   61.9820251   -0.0719299    0.81945
    1291    0.3887220   -0.5255775    0.4652061    0.7018892   138.486891   61.9132080   -0.0688171    0.76309
    1292    0.5664062   -0.5285873    0.4621658    0.7021409   138.835452   61.8587952   -0.0544128    0.71784
    1293    0.7208536   -0.5314188    0.4590645    0.7022436   139.178007   61.8268738   -0.0319214    0.69390
    1294    0.8457278   -0.5341024    0.4558458    0.7021829   139.519901   61.8234406   -0.0034332    0.69720
    1295    0.9359059   -0.5366840    0.4524670    0.7019659   139.866470   61.8482208    0.0247803    0.72718
    1296    0.9876883   -0.5392246    0.4489107    0.7016295   140.222229   61.8973846    0.0491638    0.77610
    1297    0.9989507   -0.5417881    0.4451809    0.7012278   140.590458   61.9639435    0.0665588    0.83358
    1298    0.9692309   -0.5444298    0.4413071    0.7008250   140.972265   62.0360260    0.0720825    0.88968
    1299    0.8997483   -0.5471888    0.4373417    0.7004879   141.366335   62.1019135    0.0658875    0.93617
    1300    0.7933533   -0.5500860    0.4333420    0.7002713   141.769975   62.1526947    0.0507812    0.96730
    1301    0.6544109   -0.5531111    0.4293747    0.7002103   142.178162   62.1768799    0.0241852    0.97967
    1302    0.4886212   -0.5562334    0.4254932    0.7003143   142.585656   62.1731873   -0.0036926    0.97206
    1303    0.3027858   -0.5594015    0.4217367    0.7005654   142.987104   62.1408997   -0.0322876    0.94537
    1304    0.1045285   -0.5625563    0.4181232    0.7009255   143.378207   62.0860596   -0.0548401    0.90210
    1305   -0.0980171   -0.5656338    0.4146414    0.7013338   143.756487   62.0173340   -0.0687256    0.84782
    1306   -0.2965416   -0.5685797    0.4112606    0.7017251   144.121326   61.9456482   -0.0716858    0.78978
    1307   -0.4829003   -0.5713558    0.4079304    0.7020361   144.474338   61.8829193   -0.0627289    0.73762
    1308   -0.6494480   -0.5739460    0.4045868    0.7022140   144.819173   61.8391266   -0.0437927    0.70233
    1309   -0.7893520   -0.5763626    0.4011698    0.7022329   145.160650   61.8211670   -0.0179596    0.69205
    1310   -0.8968727   -0.5786390    0.3976231    0.7020878   145.504340   61.8330231    0.0118561    0.70984
    1311   -0.9675991   -0.5808277    0.3939133    0.7018037   145.855156   61.8710785    0.0380554    0.75076
    1312   -0.9986295   -0.5829906    0.3900261    0.7014260   146.217114   61.9302216    0.0591431    0.80541
    1313   -0.9886910   -0.5851908    0.3859739    0.7010165   146.592378   62.0013733    0.0711517    0.86316
    1314   -0.9381913   -0.5874767    0.3817930    0.7006389   146.980716   62.0710297    0.0696564    0.91531
    1315   -0.8492022   -0.5898876    0.3775349    0.7003570   147.380289   62.1308899    0.0598602    0.95460
    1316   -0.7253744   -0.5924339    0.3732653    0.7002178   147.786864   62.1685333    0.0376434    0.97636
    1317   -0.5717880   -0.5951014    0.3690453    0.7002428   148.195356   62.1784363    0.0099030    0.97837
    1318   -0.3947439   -0.5978518    0.3649254    0.7004265   148.600341   62.1599579   -0.0184784    0.96068
    1319   -0.2015053   -0.6006327    0.3609400    0.7007405   148.996954   62.1152954   -0.0446625    0.92492
    1320    0.0000000   -0.6033821    0.3570995    0.7011348   149.381687   62.0517426   -0.0635529    0.87502
    1321    0.2015053   -0.6060343    0.3533888    0.7015420   149.752819   61.9795990   -0.0721436    0.81775
    1322    0.3947439   -0.6085424    0.3497686    0.7018989   150.111236   61.9113770   -0.0682220    0.76149
    1323    0.5717880   -0.6108723    0.3461847    0.7021459   150.459530   61.8574677   -0.0539093    0.71682
    1324    0.7253744   -0.6130161    0.3425751    0.7022439   150.801999   61.8263397   -0.0311279    0.69364
